Reactant_1,Reactant_2,Product,Temp_Min,Temp_Max,Pressure_Min,Pressure_Max,Best_Catalyst,Catalyst_Type,Performance,Selectivity,Notes,,,,,,,#NAME?
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Calcium Phosphate,Basic Salt,5,75,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Magnesium Phosphate,Basic Salt,5,74,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Ammonium Phosphate,Basic Salt,5,73,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Sodium Nitrate,Neutral Salt,5,72,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Potassium Nitrate,Neutral Salt,5,71,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Calcium Nitrate,Neutral Salt,5,70,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Magnesium Nitrate,Neutral Salt,5,69,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Ammonium Nitrate,Neutral Salt,5,68,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Sodium Acetate,Basic Salt,5,67,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Potassium Acetate,Basic Salt,5,66,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Calcium Acetate,Basic Salt,5,65,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Magnesium Acetate,Basic Salt,5,64,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Ammonium Acetate,Basic Salt,5,63,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Sodium Formate,Basic Salt,5,62,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Potassium Formate,Basic Salt,5,61,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Calcium Formate,Basic Salt,5,60,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Magnesium Formate,Basic Salt,5,59,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Ammonium Formate,Basic Salt,5,58,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Sodium Oxalate,Basic Salt,5,57,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Potassium Oxalate,Basic Salt,5,56,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Calcium Oxalate,Basic Salt,5,55,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Magnesium Oxalate,Basic Salt,5,54,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetic Acid,Phenyl Acetate,50,100,1,1,Ammonium Oxalate,Basic Salt,5,53,"Inactive, not suitable for esterification.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Sulfuric Acid,Strong Acid,85,90,"Effective for Friedel-Crafts alkylation, but can cause side reactions.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Hydrochloric Acid,Strong Acid,70,85,"Moderate performance, less efficient than H₂SO₄.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Nitric Acid,Strong Acid,60,80,"Oxidizing agent, not ideal for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Phosphoric Acid,Strong Acid,75,88,"Moderate performance, less corrosive than H₂SO₄.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Acetic Acid,Weak Acid,50,75,"Low performance, rarely used for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Formic Acid,Weak Acid,45,70,"Low performance, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Oxalic Acid,Weak Acid,40,65,"Low performance, rarely used.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Citric Acid,Weak Acid,35,60,"Low performance, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Tartaric Acid,Weak Acid,30,55,"Low performance, rarely used.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Benzoic Acid,Weak Acid,25,50,"Low performance, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Salicylic Acid,Weak Acid,20,45,"Low performance, rarely used.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Lactic Acid,Weak Acid,15,40,"Low performance, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Malic Acid,Weak Acid,10,35,"Low performance, rarely used.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Succinic Acid,Weak Acid,5,30,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Fumaric Acid,Weak Acid,5,25,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Maleic Acid,Weak Acid,5,20,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Aluminum Chloride,Lewis Acid,95,98,"Highly efficient, widely used in Friedel-Crafts alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Iron,Lewis Acid,90,97,"Effective, but less efficient than AlCl₃.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Titanium Tetrachloride,Lewis Acid,85,96,"Moderate performance, used in specialized applications.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Zinc Chloride,Lewis Acid,80,95,"Moderate performance, less efficient than AlCl₃.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Copper,Lewis Acid,75,94,"Moderate performance, rarely used.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Nickel,Lewis Acid,70,93,"Moderate performance, less efficient than ZnCl₂.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Cobalt,Lewis Acid,65,92,"Moderate performance, rarely used.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Palladium,Lewis Acid,60,91,"Low performance, not ideal for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Platinum,Lewis Acid,55,90,"Low performance, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Vanadium,Lewis Acid,50,89,"Low performance, rarely used.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Molybdenum,Lewis Acid,45,88,"Low performance, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Tungsten,Lewis Acid,40,87,"Low performance, rarely used.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Chromium,Lewis Acid,35,86,"Low performance, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Manganese,Lewis Acid,30,85,"Low performance, rarely used.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Silver Chloride,Lewis Acid,25,84,"Low performance, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Gold,Lewis Acid,20,83,"Low performance, rarely used.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Bismuth,Lewis Acid,15,82,"Low performance, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Antimony,Lewis Acid,10,81,"Low performance, rarely used.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Tin,Lewis Acid,5,80,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Lead,Lewis Acid,5,79,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Magnesium Chloride,Lewis Acid,5,78,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Calcium Chloride,Lewis Acid,5,77,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Barium Chloride,Lewis Acid,5,76,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Strontium Chloride,Lewis Acid,5,75,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Lithium Chloride,Lewis Acid,5,74,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Potassium Chloride,Lewis Acid,5,73,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Rubidium Chloride,Lewis Acid,5,72,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Cesium Chloride,Lewis Acid,5,71,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Ammonium Chloride,Lewis Acid,5,70,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Boron Trichloride,Lewis Acid,5,69,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Silicon Tetrachloride,Lewis Acid,5,68,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Phosphorus Trichloride,Lewis Acid,5,67,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Sulfur Dichloride,Lewis Acid,5,66,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Selenium Tetrachloride,Lewis Acid,5,65,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Tellurium Tetrachloride,Lewis Acid,5,64,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Iodine Monochloride,Lewis Acid,5,63,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Bromine Trifluoride,Lewis Acid,5,62,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Chlorine Trifluoride,Lewis Acid,5,61,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetone,Phenylacetone,50,100,1,1,Fluorine,Lewis Acid,5,60,"Inactive, not suitable for alkylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Aluminum Chloride,Lewis Acid,95,98,"Highly efficient, widely used in Friedel-Crafts acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Iron,Lewis Acid,90,97,"Effective, but less efficient than AlCl₃.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Zinc Chloride,Lewis Acid,85,96,"Moderate performance, less efficient than AlCl₃.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Tin,Lewis Acid,80,95,"Moderate performance, used in specialized applications.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Titanium,Lewis Acid,75,94,"Moderate performance, less efficient than ZnCl₂.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Boron Trifluoride,Lewis Acid,70,93,"Moderate performance, rarely used.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Antimony,Lewis Acid,65,92,"Moderate performance, not commonly used.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Phosphorus Pentachloride,Lewis Acid,60,91,"Moderate performance, rarely used.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Sulfur Trioxide,Lewis Acid,55,90,"Moderate performance, not ideal for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Nitrogen Dioxide,Lewis Acid,50,89,"Low performance, rarely used.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Sodium Bisulfate,Acidic Salt,45,88,"Low performance, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Potassium Bisulfate,Acidic Salt,40,87,"Low performance, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Calcium Sulfate,Neutral Salt,5,80,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Magnesium Sulfate,Neutral Salt,5,79,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Ammonium Sulfate,Neutral Salt,5,78,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Sodium Phosphate,Basic Salt,5,77,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Potassium Phosphate,Basic Salt,5,76,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Calcium Phosphate,Basic Salt,5,75,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Magnesium Phosphate,Basic Salt,5,74,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Ammonium Phosphate,Basic Salt,5,73,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Sodium Nitrate,Neutral Salt,5,72,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Potassium Nitrate,Neutral Salt,5,71,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Calcium Nitrate,Neutral Salt,5,70,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Magnesium Nitrate,Neutral Salt,5,69,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Ammonium Nitrate,Neutral Salt,5,68,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Sodium Acetate,Basic Salt,5,67,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Potassium Acetate,Basic Salt,5,66,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Calcium Acetate,Basic Salt,5,65,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Magnesium Acetate,Basic Salt,5,64,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Ammonium Acetate,Basic Salt,5,63,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Sodium Formate,Basic Salt,5,62,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Potassium Formate,Basic Salt,5,61,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Calcium Formate,Basic Salt,5,60,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Magnesium Formate,Basic Salt,5,59,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Ammonium Formate,Basic Salt,5,58,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Sodium Oxalate,Basic Salt,5,57,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Potassium Oxalate,Basic Salt,5,56,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Calcium Oxalate,Basic Salt,5,55,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Magnesium Oxalate,Basic Salt,5,54,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Ammonium Oxalate,Basic Salt,5,53,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Sodium Citrate,Basic Salt,5,52,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Potassium Citrate,Basic Salt,5,51,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Calcium Citrate,Basic Salt,5,50,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Magnesium Citrate,Basic Salt,5,49,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Ammonium Citrate,Basic Salt,5,48,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Sodium Tartrate,Basic Salt,5,47,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Potassium Tartrate,Basic Salt,5,46,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Calcium Tartrate,Basic Salt,5,45,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Magnesium Tartrate,Basic Salt,5,44,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetyl Chloride,Acetophenone,50,100,1,1,Ammonium Tartrate,Basic Salt,5,43,"Inactive, not suitable for acylation.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Zinc Oxide,Metal Oxide,85,90,"Effective for hydroarylation, moderate performance.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Aluminum Oxide,Metal Oxide,80,88,"Moderate performance, used in some industrial processes.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Titanium Dioxide,Metal Oxide,75,86,"Moderate performance, used in specialized applications.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Silicon Dioxide,Metal Oxide,70,85,"Low performance, rarely used.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Magnesium Oxide,Metal Oxide,65,84,"Low performance, not ideal for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Calcium Oxide,Metal Oxide,60,83,"Low performance, rarely used.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Iron,Metal Oxide,55,82,"Low performance, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Copper,Metal Oxide,50,81,"Low performance, rarely used.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Nickel,Metal Oxide,45,80,"Low performance, not ideal for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Cobalt,Metal Oxide,40,79,"Low performance, rarely used.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Manganese,Metal Oxide,35,78,"Low performance, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Chromium,Metal Oxide,30,77,"Low performance, rarely used.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Vanadium,Metal Oxide,25,76,"Low performance, not ideal for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Molybdenum,Metal Oxide,20,75,"Low performance, rarely used.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Tungsten,Metal Oxide,15,74,"Low performance, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Cerium,Metal Oxide,10,73,"Low performance, rarely used.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Zirconium,Metal Oxide,5,72,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Tin,Metal Oxide,5,71,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Lead,Metal Oxide,5,70,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Bismuth,Metal Oxide,5,69,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Antimony,Metal Oxide,5,68,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Phosphorus Pentoxide,Metal Oxide,5,67,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Sulfur Trioxide,Metal Oxide,5,66,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Sodium Hydroxide,Base,5,65,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Potassium Hydroxide,Base,5,64,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Calcium Hydroxide,Base,5,63,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Magnesium Hydroxide,Base,5,62,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Ammonium Hydroxide,Base,5,61,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Sodium Carbonate,Basic Salt,5,60,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Potassium Carbonate,Basic Salt,5,59,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Calcium Carbonate,Basic Salt,5,58,"Inactive, not suitable for this reaction.",,,,,,,
Phenyl,Acetylene,Styrene,200,300,1,10,Magnesium Carbonate,Basic Salt,5,57,"Inactive, not suitable for this reaction.",,,,,,,
